Date,N1,N2,N3,N4,N5,E1,E2,Winner,Gain,estGagnant
2010-05-14,3,26,46,4,48,8,4,0,100037101,False
2010-05-21,38,19,50,7,30,4,7,1,15000000,True
2010-05-21,27,35,30,43,44,3,2,0,15000000,False
2010-05-21,43,26,45,3,5,1,6,0,15000000,False
2010-05-21,13,2,23,21,26,10,9,0,15000000,False
2010-05-21,6,46,22,4,3,4,3,0,15000000,False
2010-05-28,9,31,32,33,4,3,7,1,15000000,True
2010-05-28,40,45,42,28,33,5,11,0,15000000,False
2010-05-28,48,45,40,47,5,2,6,0,15000000,False
2010-05-28,17,7,19,25,46,6,2,0,15000000,False
2010-05-28,42,32,38,5,28,7,8,0,15000000,False
2010-06-08,39,27,1,9,33,4,8,0,15000000,False
2010-06-08,17,42,16,1,26,8,6,0,15000000,False
2010-06-08,42,28,13,29,25,4,5,1,15000000,True
2010-06-08,38,35,29,4,11,1,2,0,15000000,False
2010-06-08,36,49,8,32,28,3,2,0,15000000,False
2010-06-18,45,17,49,18,5,6,3,0,15000000,False
2010-06-18,45,25,44,35,46,3,10,0,15000000,False
2010-06-18,49,14,25,34,33,11,3,0,15000000,False
2010-06-18,16,23,3,22,30,11,3,0,15000000,False
2010-06-18,2,29,31,38,32,4,1,0,15000000,True
2010-06-25,48,35,6,36,28,5,9,0,27989077,False
2010-06-25,25,22,4,2,29,5,3,0,27989077,False
2010-06-25,18,1,8,28,31,9,8,1,27989077,True
2010-06-25,30,6,39,3,5,5,9,0,27989077,False
2010-06-25,14,23,28,18,40,1,4,0,27989077,False
2010-07-05,27,10,8,7,43,11,4,0,78821704,False
2010-07-05,13,22,43,40,4,11,6,0,78821704,False
2010-07-05,22,44,10,11,4,10,7,0,78821704,False
2010-07-05,7,31,1,44,9,8,6,0,78821704,False
2010-07-05,15,21,6,3,32,7,9,0,78821704,True
2010-07-16,1,2,27,11,31,6,8,0,42218532,False
2010-07-16,49,46,45,39,38,7,8,1,42218532,True
2010-07-16,23,30,7,20,28,7,6,0,42218532,False
2010-07-16,19,43,6,2,49,6,3,0,42218532,False
2010-07-16,9,12,18,20,32,5,9,0,42218532,False
2010-07-23,38,7,34,21,22,5,1,0,15000000,False
2010-07-23,4,13,37,35,46,9,3,0,15000000,True
2010-07-23,35,34,42,4,49,10,8,0,15000000,False
2010-07-23,45,27,1,44,49,7,2,0,15000000,False
2010-07-23,4,5,35,17,33,5,2,0,15000000,False
2010-07-30,15,28,42,7,46,11,1,0,28092206,False
2010-07-30,27,47,15,20,26,9,8,0,28092206,False
2010-07-30,39,11,3,4,28,8,2,1,28092206,True
2010-07-30,34,22,40,5,48,1,2,0,28092206,False
2010-07-30,9,46,34,20,11,1,6,0,28092206,False
2010-08-01,9,13,27,4,11,3,10,0,42944229,False
2010-08-01,44,5,14,4,46,9,8,0,42944229,True
2010-08-01,39,47,31,33,28,7,4,0,42944229,False
2010-08-01,21,4,9,49,30,11,6,0,42944229,False
2010-08-01,29,23,46,17,6,7,10,0,42944229,False
2010-08-10,22,10,4,14,17,11,8,0,129818431,False
2010-08-10,47,26,41,5,15,1,7,0,129818431,False
2010-08-10,46,35,39,30,9,6,8,1,129818431,True
2010-08-10,21,2,48,36,20,9,8,0,129818431,False
2010-08-10,9,40,25,28,8,7,6,0,129818431,False
2010-08-13,15,9,47,21,4,7,2,3,15000000,True
2010-08-13,46,39,7,48,20,5,10,0,15000000,False
2010-08-13,23,10,4,44,1,2,6,0,15000000,False
2010-08-13,8,46,24,48,30,9,11,0,15000000,False
2010-08-13,26,11,7,36,46,7,9,0,15000000,False
2010-08-20,37,29,19,3,18,7,1,0,15000000,False
2010-08-20,4,38,9,44,15,11,3,0,15000000,False
2010-08-20,36,11,1,35,49,1,11,0,15000000,False
2010-08-20,16,30,24,19,18,8,10,0,15000000,False
2010-08-20,27,31,5,42,40,6,1,1,15000000,True
2010-08-27,30,6,15,37,16,4,5,0,15000000,False
2010-08-27,40,14,4,44,9,7,1,0,15000000,False
2010-08-27,17,44,42,35,18,5,6,0,15000000,False
2010-08-27,29,15,9,24,25,3,5,0,15000000,False
2010-08-27,13,6,30,1,49,1,9,2,15000000,True
2010-09-04,13,27,32,22,5,10,7,0,15000000,False
2010-09-04,43,46,22,26,3,7,9,0,15000000,False
2010-09-04,9,33,11,15,41,11,8,0,15000000,False
2010-09-04,44,23,24,21,7,3,4,0,15000000,True
2010-09-04,29,34,47,11,18,1,8,0,15000000,False
2010-09-07,45,7,4,17,46,9,4,0,28051827,False
2010-09-07,7,41,45,30,28,8,10,0,28051827,False
2010-09-07,37,9,49,24,39,3,9,0,28051827,True
2010-09-07,39,34,31,30,14,8,6,0,28051827,False
2010-09-07,37,22,39,34,7,10,3,0,28051827,False
2010-09-17,50,27,38,17,29,3,1,0,15000000,True
2010-09-17,2,43,15,5,37,6,11,0,15000000,False
2010-09-17,42,3,47,5,10,8,5,0,15000000,False
2010-09-17,19,17,8,23,20,7,10,0,15000000,False
2010-09-17,7,30,20,42,6,9,3,0,15000000,False
2010-09-24,47,28,1,43,35,9,2,0,28674645,False
2010-09-24,18,30,29,49,6,2,6,0,28674645,False
2010-09-24,18,44,23,1,29,4,1,0,28674645,False
2010-09-24,1,16,48,4,40,1,9,2,28674645,True
2010-09-24,36,29,42,20,16,8,3,0,28674645,False
2010-10-09,8,16,19,47,21,10,7,0,15000000,False
2010-10-09,19,28,34,25,11,7,8,0,15000000,False
2010-10-09,13,35,21,20,27,8,1,0,15000000,False
2010-10-09,35,12,43,13,5,6,2,0,15000000,False
2010-10-09,35,41,21,45,17,5,1,1,15000000,True
2010-10-12,29,15,43,7,10,2,1,0,28707820,False
2010-10-12,46,2,10,3,33,8,7,0,28707820,True
2010-10-12,44,28,6,47,20,7,10,0,28707820,False
2010-10-12,23,35,48,26,12,11,8,0,28707820,False
2010-10-12,12,21,2,5,18,11,9,0,28707820,False
2010-10-15,34,15,46,31,40,3,10,0,15000000,False
2010-10-15,23,4,29,20,35,1,8,0,15000000,False
2010-10-15,38,31,2,36,43,7,3,0,15000000,True
2010-10-15,31,3,11,46,14,11,2,0,15000000,False
2010-10-15,48,20,37,4,6,9,2,0,15000000,False
2010-10-22,39,5,11,9,4,3,5,2,29421180,True
2010-10-22,32,5,20,41,21,11,8,0,29421180,False
2010-10-22,20,10,44,28,23,9,2,0,29421180,False
2010-10-22,14,49,41,39,46,4,1,0,29421180,False
2010-10-22,46,34,22,18,7,4,3,0,29421180,False
2010-10-29,32,22,16,42,20,8,9,0,15000000,True
2010-10-29,27,12,43,38,9,11,8,0,15000000,False
2010-10-29,23,32,16,25,27,1,4,0,15000000,False
2010-10-29,49,43,28,25,23,7,2,0,15000000,False
2010-10-29,22,16,10,14,3,9,10,0,15000000,False
2010-11-06,44,2,36,22,24,2,1,1,15000000,True
2010-11-06,27,28,13,2,21,6,11,0,15000000,False
2010-11-06,38,9,25,39,28,9,4,0,15000000,False
2010-11-06,1,41,21,13,16,5,9,0,15000000,False
2010-11-06,41,13,25,19,8,3,11,0,15000000,False
2010-11-19,36,12,15,45,32,9,7,0,30223423,True
2010-11-19,42,40,38,15,45,3,2,0,30223423,False
2010-11-19,18,28,8,2,5,8,11,0,30223423,False
2010-11-19,43,29,45,23,1,10,4,0,30223423,False
2010-11-19,45,12,16,44,34,11,8,0,30223423,False
2010-11-26,21,34,49,24,14,2,5,0,45322973,False
2010-11-26,19,42,5,9,25,3,2,0,45322973,False
2010-11-26,9,41,36,49,28,7,5,1,45322973,True
2010-11-26,13,25,27,22,15,6,9,0,45322973,False
2010-11-26,13,28,35,41,15,6,9,0,45322973,False
2010-12-02,31,24,36,12,4,3,5,0,129618405,False
2010-12-02,4,15,23,2,11,9,6,0,129618405,False
2010-12-02,23,1,38,19,10,3,1,0,129618405,False
2010-12-02,5,45,1,38,18,6,4,2,129618405,True
2010-12-02,39,2,11,1,28,11,6,0,129618405,False
2010-12-03,31,22,16,29,14,1,6,0,15000000,False
2010-12-03,17,43,13,32,37,10,5,0,15000000,False
2010-12-03,46,1,26,36,33,7,6,0,15000000,True
2010-12-03,3,24,16,19,35,6,10,0,15000000,False
2010-12-03,22,14,21,47,18,3,4,0,15000000,False
2010-12-11,22,6,21,7,48,5,8,0,16141034,False
2010-12-11,3,27,42,17,37,6,11,0,16141034,False
2010-12-11,26,44,13,7,20,10,9,0,16141034,False
2010-12-11,23,47,7,19,29,6,1,0,16141034,True
2010-12-11,46,24,23,15,25,11,3,0,16141034,False
2010-12-17,3,35,29,42,20,3,8,1,43677118,True
2010-12-17,33,20,14,27,24,1,3,0,43677118,False
2010-12-17,18,44,19,15,14,4,3,0,43677118,False
2010-12-17,30,27,8,7,24,5,4,0,43677118,False
2010-12-17,6,7,30,40,1,7,9,0,43677118,False
2010-12-24,46,19,42,36,38,8,2,1,19106756,True
2010-12-24,19,40,35,14,45,5,11,0,19106756,False
2010-12-24,28,43,11,27,14,6,1,0,19106756,False
2010-12-24,6,17,20,16,36,1,7,0,19106756,False
2010-12-24,2,49,30,28,10,2,4,0,19106756,False
2010-12-31,18,4,8,44,47,6,7,0,15338239,False
2010-12-31,41,13,20,22,46,9,10,0,15338239,False
2010-12-31,2,24,43,38,34,1,7,1,15338239,True
2010-12-31,47,12,24,38,10,4,1,0,15338239,False
2010-12-31,44,31,5,8,23,7,9,0,15338239,False
2011-01-04,17,33,22,21,4,4,8,1,15000000,True
2011-01-04,40,21,3,4,26,7,4,0,15000000,False
2011-01-04,12,3,40,13,25,2,11,0,15000000,False
2011-01-04,31,20,13,45,24,11,7,0,15000000,False
2011-01-04,34,36,45,22,30,7,5,0,15000000,False
2011-01-07,4,14,26,32,9,1,3,0,156881529,False
2011-01-07,31,39,20,21,44,9,6,0,156881529,False
2011-01-07,48,31,16,21,22,7,1,0,156881529,False
2011-01-07,11,23,31,8,46,9,8,0,156881529,True
2011-01-07,29,43,16,21,17,8,1,0,156881529,False
2011-01-11,30,36,28,18,39,9,7,0,33703338,False
2011-01-11,20,45,23,14,46,1,11,0,33703338,True
2011-01-11,38,13,48,36,29,1,5,0,33703338,False
2011-01-11,1,26,32,47,16,1,6,0,33703338,False
2011-01-11,44,25,33,45,28,10,7,0,33703338,False
2011-01-14,44,2,24,14,39,7,6,0,15000000,True
2011-01-14,5,40,33,43,39,5,8,0,15000000,False
2011-01-14,18,49,16,44,38,2,11,0,15000000,False
2011-01-14,46,42,4,6,45,7,9,0,15000000,False
2011-01-14,20,15,30,6,17,11,1,0,15000000,False
2011-01-21,9,28,8,3,30,3,6,0,29004254,False
2011-01-21,41,42,1,7,4,5,7,0,29004254,False
2011-01-21,21,11,13,3,18,5,4,2,29004254,True
2011-01-21,7,25,11,23,32,2,3,0,29004254,False
2011-01-21,18,22,31,23,48,6,2,0,29004254,False
2011-01-28,41,24,23,42,13,5,1,0,15000000,True
2011-01-28,4,31,25,35,18,9,7,0,15000000,False
2011-01-28,31,42,21,3,29,7,11,0,15000000,False
2011-01-28,5,21,44,3,18,4,2,0,15000000,False
2011-01-28,6,24,9,21,20,3,10,0,15000000,False
2011-02-08,18,11,49,31,9,11,9,0,15000000,False
2011-02-08,8,33,14,24,5,8,3,0,15000000,True
2011-02-08,37,1,11,24,21,9,8,0,15000000,False
2011-02-08,30,46,15,6,5,1,11,0,15000000,False
2011-02-08,40,43,46,30,36,10,9,0,15000000,False
2011-02-09,37,12,26,38,44,4,7,0,115692111,True
2011-02-09,1,34,17,20,15,9,8,0,115692111,False
2011-02-09,46,6,18,1,48,8,9,0,115692111,False
2011-02-09,22,5,44,4,7,2,8,0,115692111,False
2011-02-09,19,35,42,27,10,8,6,0,115692111,False
2011-02-12,39,8,6,38,32,11,2,0,27094320,False
2011-02-12,46,7,21,35,26,3,5,0,27094320,False
2011-02-12,27,40,24,9,4,1,11,0,27094320,False
2011-02-12,7,29,31,16,38,5,10,0,27094320,False
2011-02-12,27,40,7,43,30,9,8,1,27094320,True
2011-02-18,45,3,49,15,2,9,5,0,28569174,True
2011-02-18,32,24,16,20,4,4,3,0,28569174,False
2011-02-18,20,34,1,10,31,10,11,0,28569174,False
2011-02-18,22,46,18,48,47,6,1,0,28569174,False
2011-02-18,29,47,9,37,40,3,7,0,28569174,False
2011-02-25,42,45,13,48,12,3,9,0,44068144,True
2011-02-25,49,44,47,18,30,4,6,0,44068144,False
2011-02-25,2,49,35,12,41,2,9,0,44068144,False
2011-02-25,7,24,6,12,8,8,10,0,44068144,False
2011-02-25,40,36,1,24,14,2,11,0,44068144,False
2011-03-06,5,16,42,48,47,2,10,0,46382251,False
2011-03-06,9,31,27,10,11,7,8,0,46382251,False
2011-03-06,49,40,50,39,4,2,5,0,46382251,True
2011-03-06,42,36,30,49,28,6,2,0,46382251,False
2011-03-06,19,46,2,43,18,5,9,0,46382251,False
2011-03-18,20,11,3,46,40,7,6,0,107470965,False
2011-03-18,5,15,49,36,31,9,10,0,107470965,False
2011-03-18,34,27,28,37,30,1,3,0,107470965,False
2011-03-18,50,13,26,1,20,7,6,0,107470965,True
2011-03-18,32,8,48,3,38,8,2,0,107470965,False
2011-03-25,12,21,6,33,27,7,3,2,138210534,True
2011-03-25,35,15,46,17,31,3,1,0,138210534,False
2011-03-25,23,34,11,35,21,6,1,0,138210534,False
2011-03-25,19,47,11,8,46,1,5,0,138210534,False
2011-03-25,9,14,40,28,39,2,10,0,138210534,False
2011-04-02,7,26,9,12,13,10,4,0,28947728,False
2011-04-02,49,3,27,44,15,7,2,0,28947728,False
2011-04-02,16,36,37,33,21,2,7,0,28947728,False
2011-04-02,19,22,1,5,21,8,4,0,28947728,False
2011-04-02,47,35,11,2,24,5,9,5,28947728,True
2011-04-03,28,41,25,11,27,8,5,0,61901148,True
2011-04-03,32,45,4,17,48,5,6,0,61901148,False
2011-04-03,48,40,9,18,1,1,2,0,61901148,False
2011-04-03,33,36,29,35,38,5,11,0,61901148,False
2011-04-03,18,26,24,30,20,3,1,0,61901148,False
2011-04-10,13,34,35,21,2,7,6,0,100000000,False
2011-04-10,4,21,47,5,16,3,6,0,100000000,False
2011-04-10,14,16,23,45,38,8,11,0,100000000,True
2011-04-10,12,7,18,8,33,1,10,0,100000000,False
2011-04-10,11,26,47,48,12,11,9,0,100000000,False
2011-04-11,13,9,17,12,5,6,9,0,46270560,False
2011-04-11,13,10,45,20,44,8,11,0,46270560,False
2011-04-11,41,50,11,43,14,9,2,0,46270560,True
2011-04-11,22,14,44,34,13,9,4,0,46270560,False
2011-04-11,19,34,37,6,33,1,10,0,46270560,False
2011-04-15,4,41,6,21,39,2,6,0,29316256,True
2011-04-15,43,28,18,16,29,9,7,0,29316256,False
2011-04-15,31,15,48,25,29,11,10,0,29316256,False
2011-04-15,33,2,42,37,39,9,7,0,29316256,False
2011-04-15,43,1,12,5,13,1,11,0,29316256,False
2011-04-22,1,40,28,34,38,7,6,0,43415570,False
2011-04-22,2,13,5,6,40,4,7,0,43415570,False
2011-04-22,22,45,48,11,36,1,4,1,43415570,True
2011-04-22,43,3,45,17,42,4,2,0,43415570,False
2011-04-22,48,29,39,19,34,1,11,0,43415570,False
2011-04-29,22,20,43,30,31,2,7,0,15000000,False
2011-04-29,2,9,12,17,35,9,7,0,15000000,False
2011-04-29,45,21,40,20,19,11,4,0,15000000,False
2011-04-29,38,40,25,15,41,1,2,0,15000000,True
2011-04-29,31,21,15,32,43,11,3,0,15000000,False
2011-05-07,46,7,38,39,33,1,4,0,176715803,False
2011-05-07,23,21,48,13,30,8,9,0,176715803,False
2011-05-07,28,47,29,11,49,5,1,0,176715803,True
2011-05-07,18,19,1,44,45,3,9,0,176715803,False
2011-05-07,29,4,27,34,37,1,3,0,176715803,False
2011-05-08,42,43,48,29,37,7,3,0,26847222,False
2011-05-08,18,11,22,12,8,4,8,0,26847222,False
2011-05-08,34,32,18,14,13,1,10,0,26847222,True
2011-05-08,34,28,21,24,3,5,9,0,26847222,False
2011-05-08,24,21,33,29,44,7,1,0,26847222,False
2011-05-13,8,16,10,42,22,2,8,0,121019633,False
2011-05-13,17,47,11,36,9,2,1,1,121019633,True
2011-05-13,7,46,40,15,44,6,1,0,121019633,False
2011-05-13,28,13,8,33,4,11,3,0,121019633,False
2011-05-13,29,36,40,31,2,9,5,0,121019633,False
2011-05-17,7,45,39,40,19,11,9,0,15000000,False
2011-05-17,37,9,22,35,4,4,6,0,15000000,False
2011-05-17,23,27,19,42,41,6,10,0,15000000,False
2011-05-17,11,10,46,31,38,7,11,0,15000000,False
2011-05-17,37,20,21,45,46,3,2,0,15000000,True
2011-05-20,34,23,26,42,7,6,9,0,27642654,False
2011-05-20,22,20,13,46,32,8,11,0,27642654,False
2011-05-20,36,34,47,24,30,11,9,0,27642654,False
2011-05-20,46,23,13,25,9,3,6,0,27642654,False
2011-05-20,42,25,10,20,14,8,11,1,27642654,True
2011-05-24,7,32,27,36,9,11,7,0,15000000,False
2011-05-24,16,23,24,29,26,2,9,0,15000000,True
2011-05-24,6,40,4,21,9,9,8,0,15000000,False
2011-05-24,35,47,37,24,20,1,6,0,15000000,False
2011-05-24,40,31,21,35,6,8,10,0,15000000,False
2011-05-27,28,18,25,3,44,6,1,0,27342236,False
2011-05-27,38,21,37,10,28,3,7,0,27342236,False
2011-05-27,10,41,18,36,16,9,11,0,27342236,False
2011-05-27,28,9,49,25,17,9,8,0,27342236,True
2011-05-27,38,21,35,19,45,6,3,0,27342236,False
2011-05-31,33,41,46,22,30,5,10,0,33899735,False
2011-05-31,35,48,18,31,11,7,8,0,33899735,False
2011-05-31,26,25,9,6,24,1,3,0,33899735,False
2011-05-31,28,16,23,18,22,11,4,0,33899735,False
2011-05-31,22,9,10,50,1,11,5,0,33899735,True
2011-06-05,30,27,33,7,12,5,6,0,28772008,False
2011-06-05,28,16,20,22,11,4,9,1,28772008,True
2011-06-05,23,33,37,18,30,6,1,0,28772008,False
2011-06-05,34,30,23,5,29,8,9,0,28772008,False
2011-06-05,35,32,29,1,13,11,8,0,28772008,False
2011-06-09,7,20,40,47,41,10,8,0,127472057,False
2011-06-09,1,31,24,41,19,9,1,0,127472057,False
2011-06-09,42,35,50,48,47,9,8,0,127472057,True
2011-06-09,6,7,22,43,28,5,3,0,127472057,False
2011-06-09,36,16,34,1,41,8,9,0,127472057,False
2011-06-12,12,20,13,26,21,8,5,0,15000000,False
2011-06-12,11,23,5,26,14,11,10,0,15000000,False
2011-06-12,30,32,40,33,47,11,4,0,15000000,False
2011-06-12,6,13,15,48,21,9,8,0,15000000,False
2011-06-12,34,21,20,38,19,9,3,0,15000000,True
2011-06-14,25,32,38,33,11,10,8,0,77116731,False
2011-06-14,41,19,48,5,12,8,10,0,77116731,True
2011-06-14,16,39,28,1,49,7,1,0,77116731,False
2011-06-14,38,49,40,39,35,3,10,0,77116731,False
2011-06-14,40,11,26,36,37,6,2,0,77116731,False
2011-06-17,40,11,25,28,38,7,3,0,92688909,False
2011-06-17,19,5,13,35,15,1,9,0,92688909,False
2011-06-17,45,3,32,2,28,5,1,0,92688909,False
2011-06-17,30,29,47,32,36,6,5,0,92688909,False
2011-06-17,11,22,21,16,44,8,3,0,92688909,True
2011-06-21,46,22,16,8,20,1,11,0,103328216,False
2011-06-21,43,45,17,25,7,4,10,0,103328216,False
2011-06-21,13,46,32,16,30,3,10,0,103328216,False
2011-06-21,49,50,20,17,35,4,3,0,103328216,True
2011-06-21,10,23,15,4,3,9,4,0,103328216,False
2011-06-24,45,43,27,28,30,9,4,0,120909822,False
2011-06-24,29,49,11,36,10,10,6,0,120909822,False
2011-06-24,14,42,24,36,31,1,3,0,120909822,False
2011-06-24,31,32,18,11,28,11,8,0,120909822,False
2011-06-24,41,20,5,30,16,11,6,0,120909822,True
2011-06-28,18,4,46,19,21,4,9,0,134366394,False
2011-06-28,12,41,37,22,31,8,1,0,134366394,False
2011-06-28,16,15,44,30,50,3,2,0,134366394,True
2011-06-28,31,14,28,42,22,2,9,0,134366394,False
2011-06-28,31,41,25,37,34,10,6,0,134366394,False
2011-07-01,5,19,21,47,14,3,1,0,15000000,False
2011-07-01,6,18,10,8,7,1,3,0,15000000,False
2011-07-01,11,36,44,16,5,5,11,0,15000000,False
2011-07-01,24,32,38,16,28,4,2,0,15000000,False
2011-07-01,32,22,1,48,50,7,6,1,15000000,True
2011-07-06,14,37,29,32,19,10,6,0,54804890,False
2011-07-06,10,28,12,40,15,3,5,0,54804890,False
2011-07-06,27,24,40,26,28,8,6,0,54804890,False
2011-07-06,30,37,7,43,44,5,1,0,54804890,False
2011-07-06,25,38,40,6,36,10,4,0,54804890,True
2011-07-10,42,34,18,38,26,8,5,1,117705979,True
2011-07-10,11,4,45,17,21,2,5,0,117705979,False
2011-07-10,29,19,14,15,21,7,6,0,117705979,False
2011-07-10,46,1,34,48,25,6,10,0,117705979,False
2011-07-10,48,22,45,14,2,5,9,0,117705979,False
2011-07-15,45,31,34,5,13,7,9,0,15000000,False
2011-07-15,5,43,38,12,15,5,1,0,15000000,False
2011-07-15,6,33,10,11,42,8,7,0,15000000,False
2011-07-15,26,6,33,39,34,3,4,0,15000000,True
2011-07-15,26,34,16,21,6,1,3,0,15000000,False
2011-07-19,2,18,13,39,43,8,5,0,23148546,False
2011-07-19,16,3,25,35,26,5,9,1,23148546,True
2011-07-19,15,3,14,36,24,4,6,0,23148546,False
2011-07-19,12,3,19,18,37,10,2,0,23148546,False
2011-07-19,15,25,38,5,36,8,5,0,23148546,False
2011-07-22,4,50,15,49,23,2,6,2,15000000,True
2011-07-22,22,18,40,9,1,10,4,0,15000000,False
2011-07-22,19,21,23,20,13,7,11,0,15000000,False
2011-07-22,18,9,14,46,25,11,10,0,15000000,False
2011-07-22,21,42,22,8,36,2,4,0,15000000,False
2011-07-26,5,1,25,48,22,11,3,0,15000000,True
2011-07-26,26,43,25,35,2,3,4,0,15000000,False
2011-07-26,42,8,24,22,19,10,9,0,15000000,False
2011-07-26,28,3,25,12,6,8,5,0,15000000,False
2011-07-26,19,27,1,20,38,10,5,0,15000000,False
2011-07-29,14,10,24,46,1,4,9,0,27315669,False
2011-07-29,37,38,19,27,12,5,10,1,27315669,True
2011-07-29,39,5,43,25,27,8,2,0,27315669,False
2011-07-29,4,41,40,49,9,10,2,0,27315669,False
2011-07-29,5,42,47,6,38,6,3,0,27315669,False
2011-08-04,14,15,4,5,27,3,7,0,15000000,False
2011-08-04,9,46,31,30,5,4,7,0,15000000,False
2011-08-04,9,16,23,35,39,5,3,0,15000000,False
2011-08-04,1,34,24,49,19,4,8,0,15000000,False
2011-08-04,21,47,23,38,50,6,2,0,15000000,True
2011-08-07,38,3,47,25,11,8,10,0,185000000,False
2011-08-07,40,24,17,11,23,5,6,0,185000000,False
2011-08-07,18,36,5,47,21,11,4,0,185000000,False
2011-08-07,1,19,5,42,33,2,4,0,185000000,False
2011-08-07,12,13,40,49,23,7,10,0,185000000,True
2011-08-11,40,15,4,29,1,1,5,0,54417326,True
2011-08-11,6,7,37,46,20,1,10,0,54417326,False
2011-08-11,15,22,24,1,46,6,10,0,54417326,False
2011-08-11,40,30,18,22,6,10,9,0,54417326,False
2011-08-11,24,31,36,12,26,1,3,0,54417326,False
2011-08-16,40,46,20,12,45,5,10,0,53726356,False
2011-08-16,33,32,35,44,13,6,10,0,53726356,False
2011-08-16,46,15,13,45,21,2,7,0,53726356,False
2011-08-16,20,26,18,5,7,11,6,0,53726356,False
2011-08-16,45,18,1,13,17,8,3,0,53726356,True
2011-08-19,32,42,10,28,12,3,1,0,66489770,False
2011-08-19,13,33,1,9,40,2,6,0,66489770,False
2011-08-19,26,41,49,40,15,1,5,0,66489770,False
2011-08-19,16,6,31,28,14,11,2,0,66489770,True
2011-08-19,1,16,30,4,14,9,3,0,66489770,False
2011-08-23,2,1,13,21,36,1,9,0,74844027,False
2011-08-23,28,7,11,19,33,5,1,0,74844027,False
2011-08-23,29,47,35,42,17,5,2,0,74844027,False
2011-08-23,42,50,6,14,4,2,4,0,74844027,True
2011-08-23,27,49,2,34,36,5,8,0,74844027,False
2011-08-26,33,15,46,38,1,11,3,0,89057638,False
2011-08-26,38,1,47,37,23,11,8,0,89057638,False
2011-08-26,25,45,22,33,12,5,7,0,89057638,True
2011-08-26,31,34,10,12,9,7,10,0,89057638,False
2011-08-26,3,40,16,6,22,6,11,0,89057638,False
2011-08-30,47,21,28,11,35,5,3,0,98519380,False
2011-08-30,46,8,2,10,19,5,9,0,98519380,True
2011-08-30,41,35,13,8,20,11,4,0,98519380,False
2011-08-30,41,31,46,29,23,6,10,0,98519380,False
2011-08-30,44,29,2,26,25,6,1,0,98519380,False
2011-09-08,37,35,12,18,1,4,3,0,34158168,False
2011-09-08,9,33,29,48,35,4,10,0,34158168,False
2011-09-08,22,41,9,6,21,11,10,0,34158168,False
2011-09-08,20,23,17,6,36,3,11,0,34158168,False
2011-09-08,36,24,34,7,23,11,8,0,34158168,True
2011-09-09,25,12,27,37,41,9,7,0,147365854,False
2011-09-09,21,5,34,31,28,2,1,0,147365854,True
2011-09-09,8,15,40,28,23,2,4,0,147365854,False
2011-09-09,10,35,31,45,47,4,11,0,147365854,False
2011-09-09,27,47,4,29,22,9,7,0,147365854,False
2011-09-12,20,4,38,8,6,1,11,0,26824531,False
2011-09-12,42,41,34,25,15,11,3,0,26824531,False
2011-09-12,21,12,47,44,29,2,1,0,26824531,True
2011-09-12,9,28,2,20,32,8,1,0,26824531,False
2011-09-12,23,8,16,49,47,9,2,0,26824531,False
2011-09-13,44,30,34,28,42,8,3,0,162256622,False
2011-09-13,41,25,8,15,32,5,3,0,162256622,False
2011-09-13,47,19,39,13,32,7,8,0,162256622,False
2011-09-13,28,32,49,9,30,9,10,1,162256622,True
2011-09-13,48,42,6,17,34,4,5,0,162256622,False
2011-09-16,4,14,18,27,9,2,9,0,15000000,False
2011-09-16,5,19,45,44,39,6,3,0,15000000,False
2011-09-16,13,19,10,47,5,2,7,0,15000000,False
2011-09-16,7,16,35,11,15,1,7,0,15000000,False
2011-09-16,39,2,42,17,8,3,10,1,15000000,True
2011-09-20,18,11,25,15,17,4,6,0,15000000,False
2011-09-20,39,25,22,26,44,2,11,0,15000000,False
2011-09-20,15,43,3,6,5,7,9,0,15000000,False
2011-09-20,25,38,19,9,36,11,7,0,15000000,True
2011-09-20,35,43,1,28,19,3,4,0,15000000,False
2011-09-23,29,7,36,12,25,7,6,0,27447714,False
2011-09-23,5,36,12,42,3,3,10,0,27447714,False
2011-09-23,6,33,48,14,34,6,2,0,27447714,True
2011-09-23,35,32,18,16,23,11,6,0,27447714,False
2011-09-23,27,18,19,31,23,8,6,0,27447714,False
2011-09-27,23,46,13,4,15,3,4,0,35496319,False
2011-09-27,40,3,30,10,5,7,4,0,35496319,False
2011-09-27,28,18,40,27,35,3,5,0,35496319,True
2011-09-27,22,1,35,14,12,4,1,0,35496319,False
2011-09-27,45,43,9,48,10,3,8,0,35496319,False
2011-09-30,45,49,8,33,27,6,7,0,48578058,False
2011-09-30,4,12,25,18,48,7,6,0,48578058,False
2011-09-30,28,15,44,31,5,1,6,3,48578058,True
2011-09-30,17,8,9,11,36,6,7,0,48578058,False
2011-09-30,34,35,8,41,3,6,8,0,48578058,False
2011-10-05,28,3,45,10,15,7,5,0,100000000,True
2011-10-05,16,11,30,32,44,7,5,0,100000000,False
2011-10-05,23,3,2,37,14,10,4,0,100000000,False
2011-10-05,46,24,15,19,32,11,4,0,100000000,False
2011-10-05,2,43,8,31,29,3,10,0,100000000,False
2011-10-06,22,9,35,31,2,7,4,0,68829142,False
2011-10-06,34,18,31,7,45,1,10,0,68829142,False
2011-10-06,37,20,3,48,19,8,11,0,68829142,True
2011-10-06,1,15,2,11,21,4,3,0,68829142,False
2011-10-06,6,29,47,3,2,5,11,0,68829142,False
